Key,Russian,English,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
f_name.makha.1119,Хедора,Hedora,,Hedora,,,,,,,,,,,,Гедора,Thảo Linh
f_name.makha.1120,Мафдет,Mafdet,,Mafdet,,,,,,,,,,,,Мафдет,Thúy Diệp
f_name.makha.1121,Хумбет,Humbet,,Humbet,,,,,,,,,,,,Гумбет,Thùy Tâm
f_name.makha.1122,Сафека,Safeka,,Safeka,,,,,,,,,,,,Сафека,Thanh Quyên
f_name.makha.1123,Беннура,Bennura,,Bennura,,,,,,,,,,,,Бенура,Thu Thúy
f_name.makha.1124,Атумет,Atumet,,Atumet,,,,,,,,,,,,Атумет,Trâm Linh
f_name.makha.1125,Хнумра,Khnumra,,Khnumra,,,,,,,,,,,,Хнумра,Uyên Linh
f_name.makha.1126,Хонтхор,Khonthor,,Khonthor,,,,,,,,,,,,Хонтор,Uân Thảo
f_name.makha.1127,Секера,Sekera,,Sekera,,,,,,,,,,,,Секера,Umi Nhi
f_name.makha.1128,Апопет,Apopet,,Apopet,,,,,,,,,,,,Апопет,Út Hương
f_name.makha.1129,Некбета,Nekbeta,,Nekbeta,,,,,,,,,,,,Некбета,Uyên Mai
f_name.makha.1130,Рахора,Rahora,,Rahora,,,,,,,,,,,,Рагора,Út Diệp
f_name.makha.1131,Мехитра,Mehitra,,Mehitra,,,,,,,,,,,,Мегитра,Uân Quyên
f_name.makha.1132,Уреха,Ureha,,Ureha,,,,,,,,,,,,Урега,Uyên Tâm
f_name.makha.1133,Гебнера,Gebnera,,Gebnera,,,,,,,,,,,,Гебнера,Út Hạnh
f_name.makha.1134,Нутера,Nutera,,Nutera,,,,,,,,,,,,Нутерра,Umi Yến
f_name.makha.1135,Шая,Shaya,,Shaya,,,,,,,,,,,,Шайя,Uyên Thư
f_name.makha.1136,Хеджета,Hedegeta,,Hedegeta,,,,,,,,,,,,Гедеґета,Út Linh
f_name.makha.1137,Таурета,Taureta,,Taureta,,,,,,,,,,,,Таурета,Uân Diệp
f_name.makha.1138,Иусасек,Iusasek,,Iusasek,,,,,,,,,,,,Юзазек,Uyên Nhi
f_name.makha.1139,Баалат,Baalat,,Baalat,,,,,,,,,,,,Баалат,Út Tuyết
f_name.makha.1140,Ренпета,Renpeta,,Renpeta,,,,,,,,,,,,Ренпета,Umi Nhu
f_name.makha.1141,Онуриса,Onurisa,,Onurisa,,,,,,,,,,,,Онуріса,Uyên Bích
f_name.makha.1142,Хатмехи,Hatmehi,,Hatmehi,,,,,,,,,,,,Гатмегі,Út Hòa
f_name.makha.1143,Саркиса,Sarkisa,,Sarkisa,,,,,,,,,,,,Заркіса,Uân Tường
f_name.makha.1144,Нефтиса,Neftisa,,Neftisa,,,,,,,,,,,,Нефтіза,Uyên Quyên
f_name.makha.1145,Птахсена,Ptahsena,,Ptahsena,,,,,,,,,,,,Птасена,Út Nhi
f_name.makha.1146,Уазитра,Wazitra,,Wazitra,,,,,,,,,,,,Вазітра,Umi Linh
f_name.makha.1147,Сопдета,Sopdeta,,Sopdeta,,,,,,,,,,,,Сопдета,Út Thúy
f_name.makha.1148,Мернефа,Mernefa,,Mernefa,,,,,,,,,,,,Мернефа,Uyên Đào
f_name.makha.1149,Шепсет,Shepset,,Shepset,,,,,,,,,,,,Шепсет,Uân Mơ
f_name.makha.1150,Небтхот,Nebkhot,,Nebkhot,,,,,,,,,,,,Небхот,Út Quyên
f_name.makha.1151,Раттауи,Rattawi,,Rattawi,,,,,,,,,,,,Ратаві,Uyên Nhu
f_name.makha.1152,Бааста,Baasta,,Baasta,,,,,,,,,,,,Бааста,Umi Tâm
f_name.makha.1153,Темнет,Temnet,,Temnet,,,,,,,,,,,,Темнет,Út Lệ
f_name.makha.1154,Аменира,Amenira,,Amenira,,,,,,,,,,,,Аменіра,Uyên Thúy
f_name.makha.1155,Менкара,Menkara,,Menkara,,,,,,,,,,,,Менкара,Uân Yến
f_name.makha.1156,Сатера,Satera,,Satera,,,,,,,,,,,,Сатера,Út Diệp
f_name.makha.1157,Хапера,Hapera,,Hapera,,,,,,,,,,,,Гапера,Uyên Hòa
f_name.makha.1158,Некхбета,Nekhbta,,Nekhbta,,,,,,,,,,,,Нехта,Umi Quyên
f_name.makha.1159,Мерсека,Merska,,Merska,,,,,,,,,,,,Мерска,Út Thủy
f_name.makha.1160,Онфиса,Onfisa,,Onfisa,,,,,,,,,,,,Онфіса,Uyên Linh
f_name.makha.1161,Ратта,Ratta,,Rattet,,,,,,,,,,,,Ратта,Uân Hạnh
f_name.makha.1162,Шешера,Shesera,,Shesera,,,,,,,,,,,,Шезера,Út Tường
f_name.makha.1163,Тефнура,Tefnura,,Tefnura,,,,,,,,,,,,Тефнура,Umi Nhi
f_name.makha.1164,Хеватра,Hevatra,,Hevatra,,,,,,,,,,,,Геватра,Út Thanh
f_name.makha.1165,Махера,Maherera,,Maherera,,,,,,,,,,,,Магерера,Uyên Diệp
f_name.makha.1166,Хефсера,Hefsera,,Hefsera,,,,,,,,,,,,Гефсера,Uân Bích
f_name.makha.1167,Сетера,Setera,,Setera,,,,,,,,,,,,Сетера,Út Quyên
f_name.makha.1168,Анхнет,Ankhnet,,Ankhnet,,,,,,,,,,,,Анхнет,Uyên Nhi
f_name.makha.1169,Бехенра,Behenra,,Behenra,,,,,,,,,,,,Бегенра,Umi Thúy
f_name.makha.1170,Сафрана,Safrana,,Safrana,,,,,,,,,,,,Сафрана,Út Linh
f_name.makha.1171,Тефтра,Teftra,,Teftra,,,,,,,,,,,,Тефтра,Uân Tâm
f_name.makha.1172,Хефнера,Hefnera,,Hefnera,,,,,,,,,,,,Гефнера,Uyên Nhu
f_name.makha.1173,Именетра,Imenetra,,Imenetra,,,,,,,,,,,,Іменетра,Út Yến
f_name.makha.1174,Нефтуре,Nefture,,Nefture,,,,,,,,,,,,Нефтуре,Umi Quyên
f_name.makha.1175,Осирнет,Osirnet,,Osirnet,,,,,,,,,,,,Озірнет,Út Hương
f_name.makha.1176,Маахера,Maahera,,Maahera,,,,,,,,,,,,Маагера,Uyên Đan
f_name.makha.1177,Сенусра,Senusra,,Senusra,,,,,,,,,,,,Зенусра,Uân Lệ
f_name.makha.1178,Птутра,Ptutra,,Ptutra,,,,,,,,,,,,Птутра,Út Mơ
f_name.makha.1179,Абира,Abira,,Abira,,,,,,,,,,,,Абіра,Umi Linh
f_name.makha.1180,Исетнет,Isetnet,,Isetnet,,,,,,,,,,,,Ісетнет,Út Nhiên
f_name.makha.1181,Хатхера,Hathera,,Hathera,,,,,,,,,,,,Гатера,Uyên Thủy
f_name.makha.1182,Меретра,Meretra,,Meretra,,,,,,,,,,,,Меретра,Uân Quyên
f_name.makha.1183,Нуитра,Nuitra,,Nuitra,,,,,,,,,,,,Нуітра,Út Tuyết
f_name.makha.1184,Сектетра,Sektetra,,Sektetra,,,,,,,,,,,,Сектетра,Umi Yến
f_name.makha.1185,Амунера,Amunera,,Amunera,,,,,,,,,,,,Амунера,Vân Thảo
f_name.makha.1186,Бастера,Bastera,,Bastera,,,,,,,,,,,,Бастера,Vân Nhi
f_name.makha.1187,Онкнет,Onknet,,Onknet,,,,,,,,,,,,Онкнет,Vũ Ngọc
f_name.makha.1188,Раура,Raura,,Raura,,,,,,,,,,,,Раура,Vân Mai
f_name.makha.1189,Таунет,Taunet,,Taunet,,,,,,,,,,,,Таунет,Vy Diệp
f_name.makha.1190,Хорура,Horura,,Horura,,,,,,,,,,,,Горура,Vân Quyên
f_name.makha.1191,Имхетра,Imhetra,,Imhetra,,,,,,,,,,,,Імгетра,Vũ Hương
f_name.makha.1192,Нубета,Nubeta,,Nubeta,,,,,,,,,,,,Анубета,Vy Tâm
f_name.makha.1193,Сетера,Setera,,Setera,,,,,,,,,,,,Сетера,Vân Linh
f_name.makha.1194,Атумна,Atumna,,Atumna,,,,,,,,,,,,Атумна,Vũ Hạnh
f_name.makha.1195,Маатнет,Maatnet,,Maatnet,,,,,,,,,,,,Маатнет,Vy Yến
f_name.makha.1196,Перетра,Peretra,,Peretra,,,,,,,,,,,,Перетра,Vân Tuyết
f_name.makha.1197,Рахорра,Rahorra,,Rahorra,,,,,,,,,,,,Рагорра,Vũ Thư
f_name.makha.1198,Таурнет,Taurnet,,Taurnet,,,,,,,,,,,,Торнет,Vy Nhi
f_name.makha.1199,Утатра,Utatra,,Utatra,,,,,,,,,,,,Утатра,Vân Hòa
f_name.makha.1200,Ваджера,Vadgera,,Vadgera,,,,,,,,,,,,Вадґера,Vũ Linh
f_name.makha.1201,Жезетра,Jezetra,,Jezetra,,,,,,,,,,,,Йезетра,Vân Đào
f_name.makha.1202,Кефера,Kefera,,Kefera,,,,,,,,,,,,Кефера,Vy Thúy
f_name.makha.1203,Лунетра,Lunetra,,Lunetra,,,,,,,,,,,,Лунетра,Vũ Diệp
f_name.makha.1204,Менхетра,Menhetra,,Menhetra,,,,,,,,,,,,Менгетра,Vân Thanh
f_name.makha.1205,Нептра,Neptera,,Neptera,,,,,,,,,,,,Нептера,Vy Quyên
f_name.makha.1206,Онетра,Onetra,,Onetra,,,,,,,,,,,,Онетра,Vũ Nhu
f_name.makha.1207,Птанет,Ptanet,,Ptanet,,,,,,,,,,,,Птанет,Vân Mơ
f_name.makha.1208,Рерутра,Rerutra,,Rerutra,,,,,,,,,,,,Ретутра,Vy Hạnh
f_name.makha.1209,Секменра,Sekmenra,,Sekmenra,,,,,,,,,,,,Секменра,Vũ Tường
f_name.makha.1210,Тауриса,Taurisa,,Taurisa,,,,,,,,,,,,Торісра,Vân Nhu
f_name.makha.1211,Хаптра,Haptra,,Haptra,,,,,,,,,,,,Гаптра,Vy Linh
f_name.makha.1212,Иусетра,Iusetra,,Iusetra,,,,,,,,,,,,Юзетра,Vũ Thủy
f_name.makha.1213,Махера,Mahera,,Mahera,,,,,,,,,,,,Магера,Vân Quyên
f_name.makha.1214,Нефера,Nefere,,Nefere,,,,,,,,,,,,Нефере,Vy Diệp
f_name.makha.1215,Осирена,Osirena,,Osirena,,,,,,,,,,,,Озірена,Vũ Tuyết
f_name.makha.1216,Птахера,Ptahera,,Ptahera,,,,,,,,,,,,Птагера,Vân Yến
f_name.makha.1217,Раура,Raure,,Raure,,,,,,,,,,,,Ройре,Vũ An
f_name.makha.1218,Сенетра,Senetra,,Senetra,,,,,,,,,,,,Сенетра,Vy Thúy
f_name.makha.1219,Таутра,Tautra,,Tautra,,,,,,,,,,,,Таутра,Vân Hương
f_name.makha.1220,Уазера,Wazera,,Wazera,,,,,,,,,,,,Вазера,Vũ Quyên
f_name.makha.1221,Исетера,Isetera,,Isetera,,,,,,,,,,,,Ісетера,Vy Đào
f_name.makha.1222,Менатра,Menatra,,Menatra,,,,,,,,,,,,Менатра,Vân Thúy
f_name.makha.1223,Нунера,Nuneera,,Nuneera,,,,,,,,,,,,Нунеера,Vũ Yến
f_name.makha.1224,Онкнет,Onknet,,Onknet,,,,,,,,,,,,Онкнет,Vân Linh
f_name.makha.1225,Птуретра,Pturetra,,Pturetra,,,,,,,,,,,,Птуетра,Vy Tâm
f_name.makha.1226,Рахера,Rahera,,Rahera,,,,,,,,,,,,Рагера,Vũ Thanh
f_name.makha.1227,Серкетра,Serketra,,Serketra,,,,,,,,,,,,Серкетра,Vân Thủy
f_name.makha.1228,Таутера,Tautera,,Tautera,,,,,,,,,,,,Тотера,Vy Nhi
f_name.makha.1229,Унетра,Unetra,,Unetra,,,,,,,,,,,,Унетра,Vũ Mơ
f_name.makha.1230,Вахетра,Vahetra,,Vahetra,,,,,,,,,,,,Вагетра,Vân Lệ
f_name.makha.1231,Жезера,Jezeretra,,Jezeretra,,,,,,,,,,,,Йезеретра,Vy Hòa
f_name.makha.1232,Кепретра,Kepretra,,Kepretra,,,,,,,,,,,,Кепретра,Vũ Hạnh
f_name.makha.1233,Лунтра,Luntra,,Luntra,,,,,,,,,,,,Лунтра,Vân Quyên
f_name.makha.1234,Меркетра,Merketra,,Merketra,,,,,,,,,,,,Меркета,Vy Yến
f_name.makha.1235,Нептисра,Neptisra,,Neptisra,,,,,,,,,,,,Нептизра,Vũ Diệp
f_name.makha.1236,Онтра,Ontra,,Ontra,,,,,,,,,,,,Онтра,Vân Nhi
f_name.makha.1237,Птунет,Ptunet,,Ptunet,,,,,,,,,,,,Птунет,Vy Thúy
f_name.makha.1238,Ренетра,Renetra,,Renetra,,,,,,,,,,,,Ренетра,Vũ Quyên
f_name.makha.1239,Серера,Serera,,Serera,,,,,,,,,,,,Серера,Vân Tường
f_name.makha.1240,Таура,Taura,,Taura,,,,,,,,,,,,Таура,Vy Đan
f_name.makha.1241,Хепетра,Hepeutra,,Hepeutra,,,,,,,,,,,,Гепеутра,Vũ Nhi
f_name.makha.1242,Исенет,Isenet,,Isenet,,,,,,,,,,,,Ізенет,Vân Nhu
f_name.makha.1243,Махтра,Makhtra,,Makhtra,,,,,,,,,,,,Махтра,Vy Yến
f_name.makha.1244,Нефтисра,Neftisra,,Neftisra,,,,,,,,,,,,Нефтізра,Vũ Linh
f_name.makha.1245,Оснет,Osnet,,Osnet,,,,,,,,,,,,Ознет,Xuân Thảo
f_name.makha.1246,Птахнет,Ptahnet,,Ptahnet,,,,,,,,,,,,Птахнет,Xuyến Nhi
f_name.makha.1247,Ратра,Ratra,,Ratra,,,,,,,,,,,,Ратра,Xí Ngọc
f_name.makha.1248,Сентра,Sentra,,Sentra,,,,,,,,,,,,Зентра,Xuân Mai
f_name.makha.1249,Тефнет,Tefnet,,Tefnet,,,,,,,,,,,,Тефнет,Xuyến Diệp
f_name.makha.1250,Уазтра,Waztra,,Waztra,,,,,,,,,,,,Вазтра,Xí Quyên
f_name.makha.1251,Исетна,Isetna,,Isetna,,,,,,,,,,,,Ізетна,Xuân Hương
f_name.makha.1252,Менат,Menat,,Menat,,,,,,,,,,,,Менат,Xuyến Linh
f_name.makha.1253,Нубтра,Nubtra,,Nubtra,,,,,,,,,,,,Нубтра,Xuân Hạnh
f_name.makha.1254,Осирет,Osiret,,Osiret,,,,,,,,,,,,Озірет,Xí Tuyết
f_name.makha.1255,Птурет,Pturet,,Pturet,,,,,,,,,,,,Птует,Xuân Tâm
f_name.makha.1256,Рахет,Rahet,,Rahet,,,,,,,,,,,,Рагет,Yến Thảo
f_name.makha.1257,Серкет,Serket,,Serket,,,,,,,,,,,,Серкет,Yến Nhi
f_name.makha.1258,Таура,Taura,,Taura,,,,,,,,,,,,Таура,Yumi Ngọc
f_name.makha.1259,Хепера,Hepera,,Hepera,,,,,,,,,,,,Гепера,Yến Mai
f_name.makha.1260,Иусет,Iuset,,Iuset,,,,,,,,,,,,Юзет,Yên Diệp
f_name.makha.1261,Махет,Mahet,,Mahet,,,,,,,,,,,,Магет,Yumi Quyên
f_name.makha.1262,Нефет,Nefet,,Nefet,,,,,,,,,,,,Нефет,Yến Hương
f_name.makha.1263,Оснетра,Osnetra,,Osnetra,,,,,,,,,,,,Ознетра,Yumi Linh
f_name.makha.1264,Птахет,Ptahet,,Ptahet,,,,,,,,,,,,Птахет,Yến Hạnh
f_name.makha.1265,Рахетра,Rahetra,,Rahetra,,,,,,,,,,,,Рагетра,Yên Tuyết
f_name.makha.1266,Сенет,Senet,,Senet,,,,,,,,,,,,Сенет,Yumi Nhi
f_name.makha.1267,Таутра,Tautra,,Tautra,,,,,,,,,,,,Таутра,Yến Hòa
